"81","125","29027055","48.900-010","PINHÕES","PINHÕES","RUA PRINCIPAL","S/N",,"(74) 3617-4003","ESCOLA_RAIMUNDOCLEMENTINO@HOTMAIL.COM",,,"EMRCS","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,"NÃO","NENHUMA",,"0","12","ATIVO",,,"0",,,"12"
"82","126","29424445","48.901-330","SEDE","QUIDEZINHO","RUA SAO VICENTE","S/N",,"(74) 3611-5726","ITALOKLAYNER@HOTMAIL.COM","(74) 98863-8441",,"EMRMP","SIM","VELOX","ATIVO","SIM","SIM","CLODOALDO DE ALMEIDA BORGES","SALA PRÓPRIA",,,,,"SIM","VELOX","SIM","0","10","ATIVO","SIM",,"0","SIM",,"10"
"83","127","29026288","48.920-000","ITAMOTINGA","ITAMOTINGA","VILA SANTA INES",,,"(74) 3617-8213","NAO POSSUI",,,"EMSI","SIM","CLARO","ATIVO","SIM","SIM","MICAEL BENAIC HONÓRIO SANTOS","SALA PRÓPRIA",,,,,"SIM","CLARO","SIM","0","13",,,,"0",,,"13"
"84","128","29026300","48.900-010","ITAMOTINGA","MANICOBA","POVOADO DE JAZIDA 7",,,,"NÃO POSSUI","(74) 98811-0653",,"EMST - J7","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,"NÃO","NENHUMA",,"0","1",,,,"0",,,"1"
"85","129","29025010","48.920-000","ITAMOTINGA","ITAMOTINGA","PROJETO CURACA NH03","S/N","VILA SANTO ANTONIO","(74) 3618-7055","NAO POSSUI",,,"EMSA","SIM","OUTRO","ATIVO","SIM","SIM","ISAIAS PEREIRA FREIRE",,"38.2006",,,,"SIM",,"SIM","0","25","ATIVO",,,"0",,,"25"
"86","130","29026350","48.924-000","ITAMOTINGA","ITAMOTINGA","MULUNGU- MANICOBA",,"PROJETO MANICOBA","(74) 3617-8287","NOSSASENHORASAOFRANCISCO@GMAIL.COM",,,"EMSFA - M","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"87","131","29025982","48.920-000","ITAMOTINGA","ITAMOTINGA","PERIMETRO IRRIGADO DE CURACA",,,"(74) 3618-9018","NAO POSSUI",,,"EMSFA - I","SIM","OUTRO","ATIVO","SIM","NÃO",,,,,,,,,,"0","16",,,,"0",,,"16"
"88","132","29027098","48.900-010","PINHÕES","PINHÕES","PRACA SAO PEDRO","S/N",,"(74) 3617-4003","ALINEDEFATIMA92@GMAIL.COM",,,"EMSFA - P","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"89","133","29026377","48.920-000","ITAMOTINGA","ITAMOTINGA","MATO GROSSO - MANICOBA",,,,"NÃO POSSUI",,,"EMSJ","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,,,,"0","6","ATIVO",,,"0",,,"6"
"90","134","29025931","48.920-000","ITAMOTINGA","ITAMOTINGA","FAZENDA ITAPARICA","S/N",,,"NAO POSSUI","(74) 99612-5672",,"EMSS","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,"NÃO","NENHUMA",,"0","5","ATIVO",,,"0",,,"5"
"91","135","29026520","48.910-000","JUNCO","SALITRE","SAO GONCALO","S/N",,"(74) 3538-1883","NAO POSSUI",,,"EMVAD","SIM","OUTRO","ATIVO","SIM","NÃO",,,"68.2009",,,,,,,"0","5",,,,"0",,,"5"
"92","53","29461251","48.900-991","SEDE","JARDIM PRIMAVERA","QUADRA 37","01","CASA",,"EMAILPRIMAVERAARCENIOJOSE@GMAIL.COM",,,"EMEIP","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"93","54","29429790","48.000-000","SEDE","SEDE","SEDE",,,,"NAO POSSUI",,,"EMEISA","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"94","55","29429790","48.922-000","SEDE","SEDE","FAZENDA LAGINHA",,,,"EMAILPRIMAVEAARCENIOJOSE@GMAIL.COM",,,"EMEIAJS","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"96","57","29341744","48.924-000","PINHÕES","PINHÕES","TRAVESSA DA RODOVIA","S/N",,"(74) 3617-4003","ALINEDEFATIMA92@GMAIL.COM",,,"EMESF","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"97","58","29026113","48.900-010","ITAMOTINGA","ITAMOTINGA","PROJETO CAJ",,"PREDIO","(74) 3617-3089","ESCOLAMUNICIPALELISEUSANTOS@HOTMAIL.COM","(74) 98807-1291",,"EMES","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"98","59","29341779","48.918-000","MASSAROCA","MASSAROCA","POVOADO LAGOINHA",,,,"RURALMASSAROCA@HOTMAIL.COM","(74) 99443-6003",,"EMRM","NÃO","NENHUMA","ATIVO","SIM","SIM","ANTÔNIO GONÇALVES NETO","SALA PRÓPRIA","69.2008",,,,"NÃO","NENHUMA","SIM","0","2","ATIVO",,,"0",,,"2"
"99","60","29026199","48.900-991","ITAMOTINGA","ITAMOTINGA","FAZENDA QUIPA - MANDACARU I",,,"(74) 3611-0070","EURIDICERIBEIROVIANA.QUIPA@HOTMAIL.COM","(74) 99988-3138",,"EMERV","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,"NÃO","NENHUMA",,"0","5",,,,"0",,,"5"
"100","61","29026202","48.900-010","ITAMOTINGA","MANIÇOBA","RIACHO DA MASSAROCA",,,"(74) 3617-8230","KLERISSON@YAHOO.COM.BR","(74) 98836-7939",,"EMFU","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"101","63","29025575","48.900-515","SEDE","PADRE VICENTE - CODEVASF","RUA DA SAUDADE",,,"(74) 3611-1626","PATRICIACARLA01@HOTMAIL.COM",,,"EMPHAP","SIM","VELOX","ATIVO","SIM","SIM","EMANOELMA BORGES DIAS","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","15","ATIVO",,,"0",,,"15"
"102","64","29026628","48.900-010","JUNCO","JUNCO","CAPIM DE RAIZ","S/N",,,"SOLANGETIASOL@HOTMAIL.COM","(74) 98861-6398",,"EMHMR","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"103","66","29025589","48.900-010","ITAMOTINGA","MANIÇOBA","RUA PRINCIPAL","S/N","POVOADO DE JATOBA","(74) 3618-6007","AMILTONGOMES2016@HOTMAIL.COM",,,"EMJ","SIM","OUTRO","ATIVO","SIM","NÃO",,,"68.2009",,,,"SIM","OUTRO",,"0","5",,,,"0",,,"5"
"104","67","29026261","48.920-000","ITAMOTINGA","ITAMOTINGA","FAZENDA PERIQUITO",,,,"NAO POSSUI","(74) 99934-6352",,"EMPJR","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"105","68","29026741","48.910-000","JUNCO","JUNCO","POVOADO DE ALFAVACA SALITRE","S/N","JUNCO","(74) 3613-5288","NAO POSSUI",,,"EMJDF","NÃO","NENHUMA","ATIVO","SIM","NÃO",,"SALA DE AULA","68.2009",,,,"SIM",,"SIM","0","5",,,,"0",,,"5"
"106","70","29025222","29.025-222","JUNCO","JUNCO","MARRUA",,"SALITRE","(74) 3617-5141","NÃO POSSUI","(74) 98811-1398","(74) 99925-7220","EMJNA","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,"NÃO","NENHUMA",,"0","5",,,,"0",,,"5"
"107","71","29025168","48.902-190","SEDE","MARINGA","RUA CARLOS DRUMOND DE ANDRADE",,,"(74) 3611-0041","JOCA.DIRETORIA@GMAIL.COM",,,"EMJSO","SIM","VELOX","ATIVO","SIM","SIM","KAREN TAYLLA SANTOS CABRAL","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","17","ATIVO","SIM",,"0",,,"17"
"108","72","29026636","48.901-000","JUNCO","LAGOA","LAGOA SALITRE",,,"(74) 3617-1093","PROFESSORUELSONANDRADE@HOTMAIL.COM","(74) 98816-2837","(74) 98845-1648","EMJA","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"109","73","29025370","48.900-440","SEDE","ALTO DO CRUZEIRO","RUA DOIS","S/N",,"(74) 3612-0372","ESCOLAJOSEPADILHA@HOTMAIL.COM","(74) 98806-9499",,"EMJPS","SIM","VELOX","ATIVO","SIM","SIM","NEILA DAIANE GOMES DOS SANTOS","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","19","ATIVO","SIM","SIM","0","SIM",,"19"
"110","74","29025176","48.904-380","SEDE","CENTRO","RUA SANTA MARIA GORETTI",,,"(74) 3611-4939","ESCOLAJUDITELCOSTA@HOTMAIL.COM",,,"EMJLC","SIM","VELOX","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"111","75","29025923","48.920-000","ITAMOTINGA","ITAMOTINGA","FAZENDA RODEADOR","S/N",,"(74) 3617-2000","NAO POSSUI",,,"EMLMJ","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,"NÃO","NENHUMA",,"0","5","ATIVO",,,"0",,,"5"
"112","76","29002664","48.910-000","JUNCO","JUNCO","HORTO FLORESTAL - SALITRE",,,,"NAO POSSUI",,,"EMLCS","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"69.2008",,,,"NÃO","NENHUMA",,"0","5",,,,"0",,,"5"
"113","77","29025184","48.905-510","SEDE","LOMANTO JUNIOR","RUA SANTA TEREZINHA","S/N",,"(74) 3612-1731","NAO POSSUI",,,"EMLSC","SIM","VELOX","ATIVO","SIM","NÃO",,,"83.2008",,,,"SIM","VELOX",,"0","15",,,,"0",,,"15"
"114","78","29025206","48.900-990","SEDE","JARDIM PRIMAVERA","CONJUNTO HABITACIONAL MANDACARU I","S/N",,"(74) 3618-3089","NAO POSSUI",,,"EMM","SIM","VELOX","ATIVO","SIM","SIM","CRISTIANE PEREIRA DE SOUZA","SALA PRÓPRIA","SEM PREGÃO",,,,"SIM","VELOX",,"0","13",,,,"0",,,"13"
"115","79","29025672","48.912-000","ABÓBORA","ABOBORA","AVENIDA ALFREDO VIANA","37",,"(74) 3617-9072","EMMSBONFIM@HOTMAIL.COM","(74) 99991-2855",,"EMMSB","NÃO","NENHUMA","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","38.2006","68.2009",,,"SIM","RÁDIO",,"0","18","ATIVO","SIM","SIM","1","SIM","16 PORTAS","18"
"116","80","29026440","48.920-000","SEDE","PORTO DE PEDRA","POVOADO DE PORTO DE PEDRA","S/N",,"(74) 3611-0549","NAO POSSUI",,,"EMMGM","SIM","OUTRO","ATIVO","SIM","SIM","ADEMILSON MOREIRA MARTINS","SALA PRÓPRIA",,,,,,,,"0","0",,,,"0",,,"0"
"117","81","29026296","48.900-010","ITAMOTINGA","MANICOBA","CAMPOS",,,"(74) 3613-9057","JAQUELLINEASSESSORIA27@GMAIL.COM",,,"EMMLS","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,,,,"0","5",,,,"0",,,"5"
"118","82","29341710","48.910-000","JUNCO","SALITRE","RUA PRINCIPAL","S/N",,"(74) 3611-5110","NAO POSSUI",,,"EMNA","SIM","OUTRO","ATIVO","SIM","SIM","AILMA ROCHA SOARES","SALA PRÓPRIA","68.2009",,,,,,,"0","10","ATIVO","SIM",,"0",,,"10"
"119","83","29026776","48.910-000","JUNCO","JUNCO","POVOADO DO SABIA II","S/N",,"(74) 9910-4427","NAO POSSUI",,,"EMPMASO","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"120","84","29026652","48.910-000","JUNCO","JUNCO","SOBRADINHO","S/N",,"(74) 4400-7626","NAO POSSUI",,,"EMMCSN","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,,,,"0","5",,,,"0",,,"5"
"121","85","29026660","48.910-000","JUNCO","RODEADOURO","RUA SAO JOSE","S/N","DISTRITO DE JUNCO","(74) 3618-4001","NAO POSSUI",,,"EMMMB","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,"68.2009",,,,,,,"0","5",,,,"0",,,"5"
"122","86","29025230","48.920-000","ITAMOTINGA","ITAMOTINGA","POVOADO DE GUANHAES","S/N","CASA","(74) 3618-3004","ESCOLAMARIANORODRIGUES@YAHOO.COM.BR",,,"EMMRS","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,,,,"0","5",,,,"0",,,"5"
"123","87","29026679","48.910-000","JUNCO","JUNCO","POVOADO DE CURRAL NOVO","S/N",,,"NAO POSSUI","(74) 99986-7445",,"EMMAS","SIM","OUTRO","ATIVO","SIM","NÃO",,,,,,,,,,"0","8",,,,"0",,,"8"
"124","88","29026105","48.920-000","ITAMOTINGA","ITAMOTINGA","BOQUEIRAO - MANICOBA",,,"(74) 3617-8287","NOSSASENHORASAOFRANCISCO@GMAIL.COM",,,"EMNSG-B","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"125","89","29025788","48.922-000","CARNAÍBA","CARNAIBA","POVOADO DE CARNEIROS","S/N",,"(74) 3618-1244","ESCOLA_NSGROTAS@HOTMAIL.COM",,,"EMNSG-CARNAÍBA","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,,,,"0","5",,,,"0",,,"5"
"126","90","29025311","48.904-160","SEDE","CENTRO","RUA DO SOCORRO",,"ALAGADICO","(74) 3611-0044","ENSGSEDUC@GMAIL.COM",,,"EMNSG-SEDE","SIM","VELOX","ATIVO","SIM","SIM","JOEDSON SIDNEI DA SILVA","SALA PRÓPRIA","38.2006",,,,"SIM","VELOX","SIM","10","10","ATIVO","SIM","NÃO","0","NÃO","16 PORTAS","10"
"127","91","29025958","48.920-000","ITAMOTINGA","PROJETO MANICOBA","FAZENDA LAGOA GRANDE",,,,"ESCOLARAINHA@GMAIL.COM","(74) 99195-7370",,"EMNSRA","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,,,,"0","1",,,,"0",,,"1"
"128","92","29025869","48.922-000","CARNAÍBA","CARNAIBA","RUA VERMELHA"," S/N ",,"(74) 3618-1270","ESCOLA_OSORIOTELES@HOTMAIL.COM",,,"EMOTM","NÃO","NENHUMA","ATIVO","SIM","NÃO",,,,,,,,,,"0","5",,,,"0",,,"5"
"129","93","29026792","48.910-000","JUNCO","JUNCO","POVOADO PASSAGEM DO SARGENTO","S/N",,,"NAO POSSUI",,,"EMPS","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"130","52","29469252","48.900-020","SEDE","PIRANGA","RUA DO RISO","S/N",,,"JOSEFACRISTINAT@GMAIL.COM","(74) 98813-6212",,"EMEIPMMS","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"131","95","29461359","48.910-000","JUNCO","JUNCO","ASSENTAMENTO SAO FRANCISCO,","S/N",,"(74) 3538-1876","NAO POSSUI","(74) 98816-4850",,"EMPF-AV","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"132","96","29461359","48.910-000","JUNCO","JUNCO","ASSENTAMENTO SAO FRANCISCO",,,"(74) 3538-1876","NAO POSSUI","(74) 98816-4850",,"EMPF-P","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"133","136","29362504","48.908-090","SEDE","JOAO PAULO II","QUADRA NOVE",,,"(74) 3612-0485","WILZAMIRANDA@HOTMAIL.COM",,,"EMPMJLR - EXT","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"134","137","29026113","48.900-010","ITAMOTINGA","ITAMOTINGA","PROJETO CAJ",,,"(74) 3617-3089","ESCOLAMUNICIPALELISEUSANTOS@HOTMAIL.COM","(74) 98807-1291",,"ZP-EXT ELISEU","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
